Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,Prediccion,Predicted_Probability
0,0,21,0,0,279,3,1,3,6,0,5,5,2,0,1,5,3,1,3,183,179,0,0.013821338408891739
1,1,56,1,1,9200,0,6,2,3,5,4,6,4,6,4,4,2,0,2,323,82,1,1.0
0,1,57,0,1,949,0,3,1,5,3,1,0,3,4,3,5,0,6,1,599,791,0,1.0286338839505505e-45
0,1,82,0,2,5922,1,0,0,0,1,6,4,2,3,2,2,3,4,1,560,1343,1,1.0
1,1,22,1,1,3052,2,1,5,0,2,4,4,0,1,4,4,2,1,4,1377,1551,0,5.146496843666262e-29
0,0,96,0,0,6378,3,3,0,6,6,6,1,5,4,2,6,1,0,6,563,1981,0,1.4402990706297145e-25
1,1,81,0,2,926,4,3,1,0,6,2,0,4,0,5,5,3,2,1,1458,1057,0,3.9962629906426945e-32
0,1,64,1,1,3709,4,4,5,3,0,5,5,1,1,5,6,1,6,4,150,1391,0,1.7711949031424642e-59
0,1,37,0,2,6801,3,4,6,4,5,6,1,6,5,4,5,0,1,1,958,1181,1,1.0
1,1,95,0,1,5670,3,0,3,6,1,3,3,6,1,6,3,0,5,6,724,453,1,1.0
0,1,43,1,1,9739,6,6,1,2,5,3,3,6,6,6,0,0,6,4,293,712,1,1.0
0,1,11,1,1,5431,1,1,1,5,4,0,1,2,0,2,1,6,4,0,855,753,1,1.0
0,0,32,0,1,262,4,4,5,6,3,6,5,0,6,5,6,2,4,2,1035,634,0,4.013304044910194e-15
0,1,90,1,0,498,5,4,5,2,0,6,5,6,2,5,1,4,3,4,1424,196,1,1.0
0,0,30,1,1,6044,6,3,1,0,3,1,4,6,1,2,5,0,2,0,1400,1256,1,1.0
0,0,73,0,1,288,5,2,6,5,5,4,1,0,4,6,4,3,5,1,304,706,0,4.089878829023968e-73
0,0,60,1,2,6303,4,6,6,0,0,0,5,2,4,5,1,3,2,3,480,1006,1,1.0
0,0,87,1,2,3980,1,5,5,3,4,4,3,0,4,4,3,5,6,4,63,1184,0,3.234173112711147e-26
0,1,51,1,2,1028,5,0,1,1,5,6,5,0,1,2,1,0,1,5,1325,721,1,1.0
0,1,52,0,1,1039,0,2,5,4,2,2,6,6,4,6,5,1,6,4,1651,1369,0,1.9795351679596527e-59
1,1,15,0,1,8653,3,5,0,1,5,5,2,5,6,1,0,5,2,2,833,1799,1,1.0
0,0,59,1,1,5377,5,4,4,1,3,5,6,0,5,3,5,5,5,4,1022,391,1,1.0
0,0,2,0,0,4184,6,1,2,1,4,0,6,5,3,1,3,1,5,4,1778,980,1,1.0
0,0,87,0,2,8928,1,6,1,4,2,5,6,0,3,4,6,4,1,0,1796,303,1,1.0
0,0,59,0,0,2087,6,6,2,3,0,0,5,4,5,5,5,5,3,2,1117,324,1,1.0
0,0,41,0,2,8671,0,1,5,4,6,2,4,4,1,5,6,5,6,1,651,1314,1,1.0
0,0,53,1,2,4871,4,1,2,3,5,5,6,4,3,3,1,4,3,1,1263,748,1,1.0
1,0,36,1,2,7106,2,1,5,3,1,2,2,5,3,3,2,2,1,1,1463,989,1,1.0
1,0,56,0,1,5220,0,4,4,1,4,5,3,5,3,3,6,3,5,2,616,503,1,1.0
0,1,74,0,0,1980,1,6,4,5,1,4,4,4,6,5,5,2,3,3,546,1254,0,4.1373464734436527e-78
1,1,87,0,1,1265,6,4,0,0,3,4,3,0,1,0,6,5,0,4,960,183,1,1.0
1,0,18,1,1,3967,6,1,5,0,6,3,3,2,4,3,1,5,0,3,1915,1080,1,1.0
1,1,83,0,2,4189,6,4,2,5,4,0,2,3,5,2,2,2,4,3,1088,617,1,1.0
1,0,49,0,1,1843,5,2,1,1,5,2,1,1,3,4,6,6,2,4,1473,1961,0,3.4905923191069155e-126
0,1,25,0,2,5677,0,0,6,3,5,3,1,4,6,2,2,6,6,6,1029,1657,1,1.0
0,0,53,0,2,3337,3,0,6,0,4,4,6,5,5,1,1,4,4,4,1037,647,1,1.0
0,1,77,0,0,1096,6,6,6,1,2,6,4,0,1,3,2,0,1,3,582,69,1,1.0
1,0,8,1,0,4657,5,6,6,6,1,2,3,3,4,1,0,5,0,3,799,1504,1,0.8104521833762687
1,0,5,1,0,9873,4,0,1,5,2,6,4,0,3,1,2,6,1,4,1146,127,1,1.0
0,0,66,0,0,524,0,3,0,2,6,6,5,4,1,4,6,5,0,6,1644,741,1,0.9999999999999991
1,0,21,0,1,4587,6,2,2,0,5,2,0,2,5,3,5,2,0,6,1639,1972,0,1.8497033417251405e-18
0,1,98,1,1,8790,6,4,5,5,2,4,6,2,4,6,5,4,6,1,378,1488,1,1.0
0,1,77,1,2,216,5,3,0,6,3,0,3,2,1,5,5,2,3,4,412,388,0,3.10047460042965e-24
0,1,44,1,0,4475,0,1,1,3,4,4,5,0,3,6,0,6,3,2,212,1234,0,0.00015618379991637736
1,0,56,1,1,5333,6,1,1,1,3,0,6,0,3,6,6,3,0,1,1066,551,1,1.0
1,1,47,0,1,907,0,2,2,1,3,2,0,6,0,1,2,2,5,2,495,376,1,0.9999999566472165
1,1,88,1,2,5712,0,1,5,6,3,3,1,2,6,2,6,0,1,1,694,1825,0,2.3110644582270255e-20
0,0,42,1,0,9425,4,6,4,5,4,4,0,6,6,3,3,2,3,6,717,1796,1,1.0
0,0,0,0,2,185,1,1,4,3,2,0,0,5,5,3,2,1,5,3,92,1044,0,3.2885660764740455e-138
1,0,12,1,1,5303,6,5,1,1,3,4,6,0,3,2,6,1,5,1,1476,1904,1,0.9999999979520806
0,1,6,0,1,7082,0,0,3,3,2,6,5,1,5,6,4,3,3,0,984,1236,1,1.0
0,0,10,0,2,7910,0,3,6,5,4,3,3,0,6,2,3,2,0,3,63,1979,1,0.9083070183952862
1,0,74,1,0,1448,1,6,0,5,2,5,1,5,3,3,2,4,5,4,899,1311,0,2.0409984180592894e-82
0,1,100,0,1,2270,0,0,2,1,0,5,6,6,6,2,2,0,5,4,1841,1173,1,1.0
0,1,27,1,2,3648,0,6,2,5,4,3,0,2,4,5,5,0,0,0,397,1999,0,2.925786172081374e-135
0,1,27,1,1,9357,6,5,2,6,0,5,1,3,6,6,5,4,6,4,988,315,1,1.0
0,0,36,0,0,1266,2,1,2,6,0,5,4,0,3,0,4,0,1,0,1385,322,1,1.0
0,1,7,1,1,1227,1,4,1,1,5,1,6,2,0,5,2,2,6,3,1892,1092,1,0.9999883443093582
1,0,68,1,1,5231,3,1,2,6,3,3,2,2,0,0,4,2,4,5,381,109,1,1.0
0,1,65,1,1,5204,5,2,6,0,5,2,4,6,5,5,0,2,1,5,1625,311,1,1.0
1,1,65,1,2,9926,2,0,2,2,5,6,6,1,1,5,6,1,3,0,433,797,1,1.0
0,0,71,0,1,417,1,0,3,1,1,6,1,4,4,4,2,2,4,5,118,878,0,7.95266196584263e-105
0,0,16,0,1,7569,3,1,0,0,0,3,1,0,6,0,0,5,4,0,499,1192,1,1.0
0,1,81,0,0,3344,0,1,6,6,5,6,2,2,2,6,0,1,3,3,772,1909,0,1.8140264478992293e-111
1,1,43,0,2,68,6,0,3,6,0,1,5,3,4,3,0,3,0,2,55,337,0,5.1543723798252305e-43
1,0,55,0,1,95,3,1,3,3,0,2,0,3,5,4,5,3,1,0,1821,1133,0,3.434811389476738e-48
0,1,91,0,1,2692,3,6,5,2,0,4,4,2,1,0,2,0,2,6,1300,449,1,1.0
1,1,67,0,1,9535,2,4,6,5,2,4,2,5,0,6,4,4,1,6,1981,441,1,1.0
0,0,87,0,1,839,5,3,0,5,3,1,0,1,2,6,6,0,2,3,258,274,1,0.9999920892415513
0,1,98,1,2,246,6,0,5,1,2,1,1,4,2,3,6,2,0,1,784,1127,0,6.631902658561873e-109
0,0,69,1,2,4245,2,6,3,0,1,5,0,5,3,6,3,2,5,4,67,1728,0,1.1025041671077422e-94
0,1,77,1,2,4045,0,0,0,2,4,2,6,0,5,1,6,2,6,6,527,277,1,1.0
0,1,29,1,0,2242,0,2,6,1,6,4,4,1,1,6,4,0,2,4,857,249,1,1.0
1,1,8,1,1,9699,5,4,6,0,0,5,0,4,1,3,4,2,5,2,1746,62,1,1.0
1,1,86,0,2,8687,2,6,4,2,5,1,2,3,6,2,1,0,0,2,1546,1632,1,1.0
0,1,78,1,2,3122,4,4,4,3,4,5,1,5,5,4,1,5,6,2,813,434,1,1.0
0,0,62,0,1,6781,6,6,4,3,0,6,4,5,4,0,5,6,6,0,1824,917,1,1.0
0,1,21,0,2,7533,3,2,6,2,1,1,6,6,5,0,1,5,4,5,15,790,1,1.0
0,1,88,0,0,9151,2,2,3,4,2,6,6,1,3,3,2,4,4,2,85,1460,1,1.0
0,0,45,1,2,1097,4,5,3,4,0,5,5,3,0,0,5,0,0,4,1682,659,1,1.0
1,1,27,0,2,8730,2,0,3,2,6,4,3,4,0,0,2,2,3,0,1893,1449,1,1.0
1,1,0,1,2,7623,2,0,0,0,6,1,2,6,2,4,3,5,1,6,275,17,1,1.0
1,0,85,1,1,1663,0,3,0,6,3,4,3,1,2,6,0,2,5,1,510,1640,0,2.66807296556916e-148
0,1,24,1,1,977,4,2,6,4,2,3,3,3,3,1,4,0,5,4,1402,322,1,1.0
1,1,43,1,1,9966,2,6,0,1,1,3,6,5,0,4,5,0,4,0,902,1285,1,1.0
0,1,83,1,1,6154,4,6,3,6,2,3,0,4,0,6,4,3,4,1,904,1355,1,1.0
0,1,49,1,0,4610,4,4,0,4,0,6,2,4,5,0,1,2,1,0,895,1330,1,1.0
0,1,2,1,2,9865,5,0,3,6,3,0,6,2,3,3,3,1,3,2,1212,489,1,1.0
1,1,33,0,1,8998,6,4,5,4,3,2,5,5,3,1,4,1,1,1,688,732,1,1.0
1,0,5,0,1,9057,0,4,0,6,4,5,1,3,6,0,4,6,6,4,291,614,1,1.0
0,1,60,1,2,6754,1,5,5,5,4,3,0,2,3,6,0,1,3,1,453,610,1,1.0
1,1,16,1,1,7897,2,0,6,1,3,6,0,4,6,2,6,5,3,0,896,1913,1,1.0
0,0,89,1,1,1802,1,5,4,3,5,5,4,4,2,1,5,2,0,6,778,890,0,1.0170868419550142e-17
0,1,52,0,2,995,6,0,1,3,1,6,3,0,6,3,0,0,1,2,1398,985,0,2.801374243868196e-19
0,0,18,0,2,8729,2,2,2,6,4,4,1,1,2,3,3,1,5,4,467,1810,1,1.0
1,1,97,1,1,9892,2,0,6,6,5,2,3,0,4,1,1,6,4,5,1829,1074,1,1.0
1,0,20,1,0,7072,6,2,5,2,4,0,6,6,1,3,5,2,0,5,1671,139,1,1.0
0,0,62,1,1,9428,3,5,0,5,2,2,5,6,0,1,1,4,3,4,1996,1869,1,1.0
1,1,56,0,0,8800,0,0,3,3,3,5,2,0,0,4,2,5,1,6,1785,1577,1,1.0
0,1,61,1,0,4885,3,2,6,6,5,3,5,1,3,6,4,3,2,2,881,1753,0,4.0037411279523583e-25
0,1,89,0,1,5685,3,0,6,5,0,0,6,2,3,0,1,5,4,3,994,1174,1,1.0
0,1,4,0,0,2325,3,5,1,2,0,2,2,1,4,5,6,5,2,3,736,1000,0,1.368516220741832e-13
0,1,63,0,2,182,4,5,3,3,6,5,5,1,5,0,4,0,5,2,472,648,0,1.0760210375293181e-58
0,0,84,1,0,9706,2,2,3,5,3,1,2,5,6,5,1,1,3,1,1562,432,1,1.0
1,0,17,1,0,8610,5,5,6,2,5,0,3,6,5,4,5,2,6,2,1783,1492,1,1.0
1,0,76,0,2,7116,5,6,4,1,1,5,4,5,2,2,5,0,2,2,686,1364,1,1.0
1,0,83,1,1,7010,6,2,6,6,6,0,4,3,4,1,5,4,4,1,1216,843,1,1.0
0,1,9,0,0,5914,0,6,0,4,2,5,5,3,2,4,2,4,3,6,826,1148,1,1.0
0,0,18,0,2,8464,3,6,2,4,4,5,6,5,2,2,6,4,1,3,1310,1368,1,1.0
0,1,38,1,0,5538,6,5,2,3,4,1,0,3,6,4,4,3,5,5,64,687,1,1.0
0,1,81,0,2,6030,3,4,5,6,6,3,4,6,1,2,3,2,5,1,965,81,1,1.0
0,0,70,1,1,8874,1,4,5,3,6,4,3,4,4,6,1,0,5,2,1007,6,1,1.0
1,1,1,0,1,2714,2,1,6,4,3,1,2,1,1,6,0,6,4,0,54,1443,0,4.534533829404719e-108
1,0,7,0,1,6729,0,1,3,0,5,6,5,2,0,3,4,5,6,3,1035,971,1,1.0
0,0,88,1,1,4496,4,5,5,4,1,4,1,5,4,0,4,4,2,2,571,1147,1,1.0
1,1,53,0,1,5544,0,3,2,2,2,4,1,0,1,2,1,5,0,5,443,897,1,1.0
1,0,73,1,2,2904,3,2,3,1,5,4,2,4,4,3,5,4,1,0,1613,1754,0,8.744293790707431e-51
0,0,50,1,1,1989,1,2,3,2,2,0,4,1,0,0,0,0,5,6,1753,1406,0,4.138977829180495e-26
1,1,3,0,2,9303,0,2,2,6,4,0,0,2,6,0,3,2,5,2,1898,484,1,1.0
1,1,46,0,2,8505,6,0,4,0,4,2,1,6,6,6,2,4,0,1,87,733,1,1.0
1,0,52,1,1,8077,2,3,3,4,6,5,6,0,4,5,4,0,2,0,147,711,1,1.0
1,0,100,1,0,6683,2,5,5,2,3,4,2,3,1,2,0,6,0,4,1382,137,1,1.0
1,0,35,1,2,318,4,0,5,2,4,3,5,2,2,4,1,4,6,3,1344,316,1,1.0
0,0,45,1,2,3551,0,3,0,0,2,4,3,6,6,2,1,0,0,5,1057,435,1,1.0
0,0,11,1,2,9955,5,4,3,2,5,5,0,4,6,5,4,6,1,5,1371,1247,1,1.0
0,0,17,1,0,1226,3,4,2,1,0,3,5,3,1,0,4,2,0,3,544,1034,0,4.4952355883021e-71
0,0,19,0,2,7953,2,1,4,3,0,2,3,3,4,4,0,1,5,4,317,946,1,1.0
0,0,60,1,1,4197,4,1,3,6,4,1,2,6,1,2,0,0,6,6,1468,1546,1,1.0
1,1,96,0,0,2825,4,6,2,1,6,6,3,0,3,0,5,4,0,4,1497,1622,0,4.4146837849932954e-43
1,1,98,1,1,2,6,3,1,2,3,0,3,5,0,5,4,3,4,5,897,1995,0,3.289587205023384e-236
0,1,43,1,0,8395,2,2,2,6,2,6,0,3,0,0,0,0,2,3,49,1287,1,1.0
1,1,69,0,0,1386,3,0,3,0,1,4,5,2,0,3,1,2,2,3,1770,1943,0,3.950477427652761e-124
0,1,27,1,2,6748,2,4,3,4,2,6,4,0,1,6,4,6,4,4,1982,1014,1,1.0
1,0,73,1,1,2640,0,2,0,5,5,5,0,5,2,3,2,2,0,4,1476,632,1,1.0
0,1,53,0,1,4828,3,4,0,2,3,3,4,1,4,4,1,4,6,4,643,461,1,1.0
1,1,81,1,2,319,5,2,1,0,6,0,2,4,0,1,3,5,0,5,987,1935,0,1.3505096077868188e-210
1,1,4,1,2,6225,2,5,1,2,5,3,6,0,1,1,0,3,2,1,1302,1705,1,1.0
1,1,33,0,2,8790,3,6,6,0,6,0,6,0,6,4,2,6,4,4,696,162,1,1.0
0,1,46,1,1,7529,6,1,4,6,6,5,6,4,2,2,1,0,5,0,325,1510,1,1.0
1,1,56,0,1,3413,5,4,1,6,4,1,6,4,0,3,5,3,6,3,986,975,1,1.0
0,1,91,0,0,5589,4,3,4,1,2,0,0,0,2,6,5,2,0,4,496,795,1,1.0
0,1,49,0,2,8599,0,1,3,6,3,4,5,0,5,2,4,0,5,1,764,867,1,1.0
0,0,81,0,1,3078,0,6,4,5,3,6,1,1,1,1,0,1,6,2,1156,374,1,1.0
1,0,20,0,0,89,6,4,2,1,0,2,4,1,3,6,5,6,1,2,1500,941,0,2.514663757703371e-37
1,0,72,0,2,2426,6,1,3,0,2,2,2,3,4,1,0,3,3,6,1243,240,1,1.0
0,0,14,0,1,6337,5,4,2,1,6,1,1,1,6,1,2,6,6,5,1470,390,1,1.0
0,1,58,0,1,2432,1,2,5,4,0,5,2,4,1,2,1,0,6,2,917,906,1,0.9999999999978553
0,0,10,0,1,2195,3,4,0,0,5,2,4,4,2,0,6,6,3,0,499,681,1,0.9999999999999256
1,1,67,0,1,9048,0,6,3,0,1,5,2,0,1,5,1,4,6,5,950,1907,1,1.0
1,1,40,1,2,5935,5,4,2,1,5,6,0,3,3,5,6,2,2,6,1799,557,1,1.0
1,0,47,1,2,6933,2,2,0,5,2,4,2,0,2,4,6,2,1,6,1066,1638,1,1.0
0,0,97,1,1,3748,4,6,0,4,3,5,5,3,1,6,0,1,5,1,1456,453,1,1.0
1,1,48,0,2,6256,4,0,6,3,5,6,0,0,2,2,4,5,2,1,683,65,1,1.0
1,0,25,1,1,3105,6,4,5,5,3,4,1,4,2,0,5,2,1,5,1311,581,1,1.0
0,1,53,0,2,913,2,2,2,6,5,2,1,1,4,0,2,5,2,1,1365,1468,0,6.164150761932894e-97
0,0,20,1,2,8721,6,6,6,4,4,0,3,0,1,6,4,6,2,4,727,711,1,1.0
1,1,56,0,1,8986,5,2,2,3,0,4,4,4,4,1,1,3,1,2,610,397,1,1.0
1,0,72,1,2,9347,5,0,1,3,4,3,3,6,6,5,4,5,2,3,1019,551,1,1.0
0,0,49,0,0,6112,6,3,0,5,6,6,2,2,5,1,0,0,3,6,105,1196,1,1.0
1,1,42,0,1,2778,2,6,5,3,6,1,0,1,5,0,1,5,4,2,531,22,1,1.0
1,0,28,0,1,7945,6,4,1,0,0,6,3,3,3,4,6,4,5,5,1077,67,1,1.0
1,1,52,0,1,8860,0,0,3,4,0,2,0,4,4,0,5,3,6,1,1252,285,1,1.0
1,1,100,1,2,1864,4,6,1,5,1,6,5,3,0,2,5,0,2,3,409,182,1,1.0
1,1,87,1,2,9608,4,1,0,4,4,1,4,3,5,0,3,5,5,0,334,201,1,1.0
0,0,49,1,2,6820,5,6,6,1,3,0,4,2,0,0,5,1,4,5,1469,1668,1,1.0
0,0,84,1,2,6690,3,2,6,4,5,4,5,1,3,3,5,1,0,4,1968,1208,1,1.0
0,1,18,0,0,198,2,6,1,2,6,2,5,0,4,5,1,4,5,3,63,361,0,9.085546853042828e-40
0,1,18,0,2,4091,0,0,5,3,3,2,0,4,0,0,0,5,1,6,985,1109,1,1.0
1,1,28,0,2,6477,5,0,2,1,4,1,6,6,4,5,4,5,1,6,859,1445,1,1.0
1,0,72,0,0,6750,0,1,0,4,5,5,2,3,5,4,6,2,2,5,1868,401,1,1.0
1,0,65,0,2,6925,1,2,3,1,4,4,1,4,5,3,3,2,1,6,1391,1845,1,1.0
0,0,84,0,2,2381,1,4,2,1,0,5,0,6,6,0,6,4,0,4,118,1664,0,3.4547489004572243e-150
0,0,90,0,2,3877,5,0,4,2,6,1,5,0,5,5,1,1,2,4,838,1233,1,0.9999999999639655
0,1,77,0,0,4289,5,0,1,0,4,4,1,0,2,5,1,6,6,6,1484,664,1,1.0
0,1,75,1,1,4594,4,0,4,0,2,6,6,4,6,6,2,1,6,6,201,1218,1,0.996444260064869
0,1,72,0,2,8106,4,3,1,1,4,2,5,3,1,5,1,1,1,3,1954,1274,1,1.0
1,1,59,1,0,9950,3,5,4,5,6,2,6,2,5,1,2,0,0,4,1463,802,1,1.0
0,1,68,1,2,6598,5,1,4,3,3,2,1,1,1,0,6,0,4,6,77,1752,0,3.2627016538780726e-15
1,1,28,0,0,5265,2,4,3,3,2,1,2,1,6,3,3,5,2,0,181,1626,0,1.7271384631065204e-36
0,1,29,0,1,4095,3,5,4,6,6,5,6,6,3,3,3,5,0,4,1738,1307,1,1.0
1,1,92,1,1,4042,5,5,0,2,2,3,2,0,3,4,3,4,2,1,257,1664,0,1.47974298123432e-82
0,0,73,1,2,9485,4,5,3,4,1,3,2,2,2,4,6,3,3,3,1175,1191,1,1.0
1,1,93,0,1,9697,6,3,3,0,6,3,4,1,1,0,1,2,2,1,1452,1463,1,1.0
1,0,60,0,1,1849,1,3,1,0,6,1,2,6,4,4,0,2,1,3,1198,922,1,0.9999984374668108
